Hãng xe,Dòng xe,Xuất xứ,Kiểu dáng,Hộp số,Loại động cơ,Năm sản xuất,Số Km đã đi,Số ngày bài đã đăng,Dung tích động cơ,Giá thực tế,Giá dự đoán
ford,ranger wildtrak 3.2l 4x4 at 2016,nhập khẩu,bán tải / pickup,số tự động,dầu,2016.0,140000.0,104.0,3.2,470.0,481.5279334285417
mercedes,benz c class c200 avantgarde 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,5900.0,68.0,1.5,1279.0,1293.7128007251026
hyundai,i10 1.2 at 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,53000.0,57.0,1.25,378.0,371.56397276456767
ford,ranger wildtrak 2.0l 4x4 at 2021,nhập khẩu,bán tải / pickup,số tự động,dầu,2021.0,62000.0,57.0,2.0,730.0,702.6920720124889
toyota,innova g 2011,lắp ráp trong nước,crossover,số tay,xăng,2011.0,179626.7683965918,96.0,2.0,189.0,211.6136539531551
toyota,raize g 1.0 cvt 2024,nhập khẩu,suv,số tự động,xăng,2024.0,15000.0,59.0,1.0,499.0,505.5005047037234
ford,ranger raptor 2.0l 4x4 at 2021,nhập khẩu,bán tải / pickup,số tự động,dầu,2021.0,100.0,69.0,2.0,955.0,978.7851731491917
kia,sorento signature 2.2 at awd 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,50000.0,59.0,2.2,945.0,980.2592284877257
mazda,6 2.0l premium 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,85000.0,57.0,2.0,475.0,460.70401212006925
nissan,sunny xv premium 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,70000.0,57.0,1.5,345.0,343.4614301927553
kia,optima 2.0 at 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,90000.0,60.0,2.0,375.0,384.69806759159167
kia,morning van 1.0 at 2012,nhập khẩu,van/minivan,số tự động,xăng,2012.0,179626.7683965918,94.0,1.0,152.0,129.6780358994595
lexus,gx 470 2007,nhập khẩu,suv,số tự động,xăng,2007.0,130000.0,88.0,4.7,645.0,612.6281669089067
mercedes,benz glc 300 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,95000.0,77.0,2.0,959.0,925.3831180798072
mazda,cx5 2.5 at 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,38000.0,57.0,2.5,510.0,480.5641923948675
toyota,yaris cross 1.5 d,nhập khẩu,suv,số tự động,xăng,2024.0,5000.0,60.0,1.5,2024.0,2014.5074903559769
audi,q5 2.0 at 2018,nhập khẩu,suv,số tự động,xăng,2018.0,65000.0,85.0,2.0,1296.0,1287.693048827616
ford,ranger xls 2.0l 4x4 at 2024,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2024.0,30000.0,57.0,2.0,700.0,723.8995054631705
kia,sportage signature 1.6t awd 2022,lắp ráp trong nước,crossover,số tự động,xăng,2022.0,21000.0,57.0,1.6,860.0,874.9071506650567
bmw,3 series 320i 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,100000.0,57.0,2.0,459.0,442.5942539260575
ford,ranger xls 2.0l 4x2 at 2024,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2024.0,53000.0,61.0,2.0,663.0,667.8485050147597
mercedes,benz glb 35 4matic 2021,nhập khẩu,suv,số tự động,xăng,2021.0,54000.0,57.0,2.0,1499.0,1499.9981549889826
honda,crv 2.4 at,lắp ráp trong nước,suv,số tự động,xăng,2016.0,93000.0,57.0,2.4,2016.0,1938.5915072723876
kia,seltos premium 1.5 at 2025,lắp ráp trong nước,crossover,số tự động,xăng,2025.0,2600.0,57.0,1.5,735.0,728.3939596986884
suzuki,swift glx 1.2 at 2022,nhập khẩu,hatchback,số tự động,xăng,2022.0,42000.0,99.0,1.2,519.0,491.2849737356991
kia,seltos premium 1.4 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,179626.7683965918,57.0,1.4,529.0,541.3096364716109
kia,k3 1.6 at 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,179626.7683965918,89.0,1.6,315.0,315.1418350956439
toyota,prado txl 2.7l 2014,nhập khẩu,suv,số tự động,xăng,2014.0,120000.0,57.0,2.7,960.0,952.6607906926704
kia,seltos luxury 1.4 at 2022,lắp ráp trong nước,crossover,số tự động,xăng,2022.0,32000.0,57.0,1.4,579.0,576.7760536876995
vinfast,vf8 plus awd 2025,lắp ráp trong nước,suv,số tự động,điện,2025.0,9000.0,57.0,2.097755539082448,960.0,765.493794657134
honda,crv l 2018,nhập khẩu,suv,số tự động,xăng,2018.0,98000.0,57.0,1.5,690.0,711.9841692822313
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,70000.0,57.0,2.2,1165.0,1129.5043185654192
mercedes,benz c class c200 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,48000.0,57.0,1.5,860.0,810.0716697871715
hyundai,accent 1.4 at 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,21000.0,67.0,1.4,445.0,446.84596717710923
hyundai,accent 1.4 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,40000.0,58.0,1.4,429.0,418.1239045174531
mg,rx5 1.5t std 2023,nhập khẩu,crossover,số tự động,xăng,2023.0,7400.0,57.0,1.5,545.0,380.3502128103348
mercedes,benz gl 400 4matic 2015,nhập khẩu,suv,số tự động,xăng,2015.0,95886.0,78.0,3.0,985.0,992.9645132206662
ford,everest titanium 2.0l 4x2 at 2025,nhập khẩu,suv,số tự động,dầu,2025.0,900.0,57.0,2.0,1289.0,1325.9110346832856
mazda,3 s 1.6 at 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,105000.0,57.0,1.6,299.0,289.2294472197516
kia,k3 premium 1.6 at 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,30000.0,57.0,1.6,575.0,361.0931723015565
toyota,vios 1.5e mt 2019,lắp ráp trong nước,sedan,số tay,xăng,2019.0,70000.0,100.0,1.5,315.0,294.68189241297875
toyota,fortuner 2.4g 4x2 at 2019,lắp ráp trong nước,suv,số tự động,dầu,2019.0,100000.0,84.0,2.4,810.0,776.1112317834754
honda,crv 2.4 at 2013,lắp ráp trong nước,suv,số tự động,xăng,2013.0,60000.0,58.0,2.4,425.0,423.88312266701973
mercedes,benz c class c300 amg 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,68000.0,58.0,2.0,699.0,674.6363777737986
hyundai,tucson 2.0 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,78000.0,58.0,2.0,518.0,609.24699987815
lexus,rx 350 awd 2009,nhập khẩu,suv,số tự động,xăng,2009.0,122000.0,87.0,3.5,650.0,713.7057744514535
lexus,rx 200t 2016,nhập khẩu,suv,số tự động,xăng,2016.0,130000.0,62.0,2.0,1690.0,1688.5482974072954
toyota,vios e 1.5 mt 2023,lắp ráp trong nước,sedan,số tay,xăng,2023.0,14000.0,58.0,1.5,395.0,393.24429743789267
kia,cerato 1.6 at luxury 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,63000.0,58.0,1.6,458.0,464.03806761850177
renault,arkana 1.6 at 2019,nhập khẩu,crossover,số tự động,xăng,2019.0,46000.0,58.0,1.6,545.0,278.93737438825764
honda,crv 2.4 at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,150000.0,57.0,2.4,475.0,485.00754739523984
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,59000.0,57.0,2.0,1599.0,1590.6389423751139
mazda,cx5 2.0 premium 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,40000.0,57.0,2.0,680.0,684.0479630522798
mazda,cx8 premium 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,46000.0,65.0,2.5,845.0,836.5819053609216
mazda,3 1.5l luxury 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,65000.0,57.0,1.5,549.0,553.2709433341522
ford,ecosport titanium 1.5l at 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,68000.0,57.0,1.5,445.0,406.5079640227237
toyota,veloz cross 1.5 cvt 2022,nhập khẩu,suv,số tự động,xăng,2022.0,37000.0,57.0,1.5,495.0,514.9321408564978
ford,everest titanium plus 2.0l 4x4 at 2023,nhập khẩu,suv,số tự động,dầu,2023.0,46000.0,61.0,2.0,1349.0,1372.135718430792
toyota,innova g 2010,lắp ráp trong nước,crossover,số tay,xăng,2010.0,90000.0,58.0,2.0,205.0,214.29365731757096
ford,focus 1.8 at 2011,lắp ráp trong nước,hatchback,số tự động,xăng,2011.0,160000.0,99.0,1.8,230.0,174.281281074823
mercedes,benz glc 200 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,90000.0,57.0,2.0,880.0,863.6836224477333
mazda,cx8 premium awd 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,50000.0,57.0,2.5,880.0,875.8736881311247
toyota,fortuner 2.4g 4x2 mt 2017,nhập khẩu,suv,số tay,dầu,2017.0,140000.0,57.0,2.4,650.0,636.605678623823
jeep,wrangler sport 2.0 4x4 at 2021,nhập khẩu,suv,số tự động,xăng,2021.0,48000.0,62.0,2.0,2250.0,2251.171797744406
isuzu,mu,nhập khẩu,suv,số tự động,dầu,2018.0,104000.0,57.0,1.9,1.0,1.1734083649511473
honda,crv l 2018,nhập khẩu,suv,số tự động,xăng,2018.0,100000.0,65.0,1.5,715.0,714.7942706421353
mitsubishi,outlander 2.0 cvt 2023,lắp ráp trong nước,suv,số tự động,xăng,2023.0,179626.7683965918,57.0,2.0,735.0,704.5917596433961
kia,k3 premium 1.6 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,50000.0,60.0,1.6,565.0,546.1030211576257
porsche,macan 2.0 2015,nhập khẩu,suv,số tự động,xăng,2015.0,46000.0,74.0,2.0,1200.0,1411.3714995005614
toyota,fortuner 2.4g 4x2 mt 2019,lắp ráp trong nước,suv,số tay,dầu,2019.0,90000.0,58.0,2.4,735.0,676.1975794202931
vinfast,vf8 eco awd 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,39000.0,58.0,2.097755539082448,715.0,714.5903494271963
ford,fiesta trend 1.5 at 2014,lắp ráp trong nước,hatchback,số tự động,xăng,2014.0,83000.0,57.0,1.5,225.0,265.5507153637634
hyundai,creta đặc biệt 1.5 at 2025,lắp ráp trong nước,crossover,số tự động,xăng,2025.0,15000.0,60.0,1.5,630.0,452.71528360879086
mercedes,benz s class s450l 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,50000.0,57.0,3.0,2299.0,2095.0280915120707
mazda,cx8 premium 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,46000.0,57.0,2.5,860.0,832.6628374216946
mazda,bt50 2.2l 4x2 at 2017,nhập khẩu,bán tải / pickup,số tự động,dầu,2017.0,179626.7683965918,84.0,2.2,380.0,376.46653294229566
mazda,cx8 premium 2.5 at 2025,lắp ráp trong nước,suv,số tự động,xăng,2025.0,1000.0,57.0,2.5,1029.0,1011.3410364490443
cadillac,escalade esv 6.2 v8 2007,nhập khẩu,suv,số tự động,xăng,2007.0,89800.0,59.0,6.2,390.0,725.8539297472547
mercedes,benz e class e200 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,55000.0,58.0,2.0,939.0,945.391644904218
toyota,fortuner 2.8v 4x4 at 2018,nhập khẩu,suv,số tự động,dầu,2018.0,96000.0,69.0,2.8,810.0,826.1669692609795
toyota,corolla altis 1.8g at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,35000.0,57.0,1.8,475.0,440.17595038163427
ford,everest titanium 2.0l 4x2 at 2022,nhập khẩu,suv,số tự động,dầu,2022.0,40000.0,59.0,2.0,1150.0,1079.7271388364675
mazda,cx5 2.5 at 2wd 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,72000.0,57.0,2.5,595.0,582.6732025677749
mercedes,benz glc 200 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,69000.0,57.0,2.0,1099.0,1144.858622361981
hyundai,santafe slx 2009,nhập khẩu,suv,số tự động,dầu,2009.0,140000.0,70.0,2.0,350.0,348.625000798105
ford,ecosport titanium 1.5l at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,120000.0,57.0,1.5,295.0,286.13589905150627
hyundai,santafe cao cấp 2.5l htrac 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,40000.0,57.0,2.5,975.0,979.6878951617299
toyota,rush 1.5s at 2020,nhập khẩu,suv,số tự động,xăng,2020.0,60000.0,77.0,1.5,450.0,500.02254428009667
kia,rio 1.4 mt 2015,nhập khẩu,sedan,số tay,xăng,2015.0,120000.0,57.0,1.4,210.0,225.96579213232803
mercedes,benz c class c250 amg 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,68000.0,57.0,2.0,655.0,589.1783831654253
mitsubishi,pajero sport 2.4d 4x2 at 2021,nhập khẩu,suv,số tự động,dầu,2021.0,65000.0,58.0,2.4,830.0,841.3358187702968
ford,everest 2.5l 4x2 at 2008,lắp ráp trong nước,suv,số tự động,dầu,2008.0,186000.0,57.0,2.5,210.0,339.309748190449
toyota,corolla altis 1.8e at 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,80000.0,57.0,1.8,519.0,533.1355580195465
mini,cooper s 5dr 2018,nhập khẩu,hatchback,số tự động,xăng,2018.0,20000.0,58.0,2.0,1090.0,1089.4972011257
mitsubishi,pajero sport 2.4d 4x2 at 2021,nhập khẩu,suv,số tự động,dầu,2021.0,60000.0,59.0,2.4,840.0,842.3062227433829
hyundai,i30 cw 1.6 at 2010,nhập khẩu,hatchback,số tự động,xăng,2010.0,88000.0,57.0,1.6,250.0,236.0070588898994
mercedes,benz e class e200 exclusive 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,48000.0,57.0,2.0,1510.0,1464.178977010016
ford,ranger xls 2.2l 4x2 at 2020,nhập khẩu,bán tải / pickup,số tự động,dầu,2020.0,52000.0,57.0,2.2,575.0,536.5562614557879
mazda,3 1.5 at 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,56000.0,60.0,1.5,448.0,423.390319180279
hyundai,i10 grand 1.2 at 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,53000.0,69.0,1.25,305.0,317.0147311187551
kia,cerato 2.0 at premium 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,76000.0,58.0,2.0,489.0,478.0386673710231
chevrolet,colorado lt 2.5l 4x2 at 2018,nhập khẩu,bán tải / pickup,số tự động,dầu,2018.0,179626.7683965918,81.0,2.5,385.0,378.0664264729604
toyota,camry 2.5g 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,105000.0,57.0,2.5,525.0,540.953054311984
hyundai,i10 1.2 mt 2022,lắp ráp trong nước,sedan,số tay,xăng,2022.0,63000.0,57.0,1.25,278.0,379.59400450937545
lexus,gx 460 2011,nhập khẩu,suv,số tự động,xăng,2011.0,130000.0,59.0,4.6,1380.0,1375.0908874702884
vinfast,fadil 1.4 at 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,47000.0,77.0,1.4,280.0,287.31744234511626
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,90005.0,61.0,2.2,1180.0,1200.292262747395
ford,ranger xls 2.0l 4x2 mt 2022,lắp ráp trong nước,bán tải / pickup,số tay,dầu,2022.0,179626.7683965918,60.0,2.0,570.0,554.1050412517537
toyota,corolla altis 1.8g at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,35000.0,57.0,1.8,480.0,440.17595038163427
bmw,x3 sdrive20i 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,25000.0,65.0,2.0,1550.0,1631.5683088547391
hyundai,i10 grand 1.2 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,120000.0,99.0,1.25,265.0,272.90576999380795
mercedes,benz s class s400l 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,40000.0,57.0,3.0,1390.0,1301.8518201706859
chevrolet,aveo lt 1.4 mt 2017,lắp ráp trong nước,sedan,số tay,xăng,2017.0,179626.7683965918,98.0,1.4,152.0,69.63570489956766
hyundai,accent 1.4 ath 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,70000.0,57.0,1.4,375.0,386.36106579713083
mitsubishi,attrage premium 1.2 cvt 2021,nhập khẩu,sedan,số tự động,xăng,2021.0,60000.0,57.0,1.2,315.0,357.35680865172094
mercedes,benz e class e300 amg 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,48890.0,57.0,2.0,1350.0,1322.5539145147072
hyundai,accent 1.4 at đặc biệt 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,80000.0,57.0,1.4,435.0,441.09904582375157
mg,5 luxury 1.5 at 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,28000.0,59.0,1.5,419.0,398.66537175483086
mazda,3 s 1.6 at 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,120000.0,58.0,1.6,270.0,288.5128154560586
mercedes,benz c class c300 amg 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,16000.0,60.0,2.0,1698.0,1604.9754230686478
kia,carnival signature 2.2d 2024,lắp ráp trong nước,van/minivan,số tự động,dầu,2024.0,15000.0,58.0,2.2,1333.0,1467.538455245797
ford,explorer limited 2.3l ecoboost 2022,nhập khẩu,suv,số tự động,xăng,2022.0,93000.0,57.0,2.3,1620.0,1751.706289643163
mazda,3 1.5l luxury 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,8.0,57.0,1.5,389.0,449.1233273662077
nissan,terra v 2.5 at 4wd 2018,nhập khẩu,suv,số tự động,xăng,2018.0,95000.0,57.0,2.5,630.0,369.9925213497464
toyota,camry 2.4g 2009,lắp ráp trong nước,sedan,số tự động,xăng,2009.0,179626.7683965918,60.0,2.4,285.0,298.9476306293129
hyundai,santafe calligraphy 2.5l turbo htrac 2025,lắp ráp trong nước,suv,số tự động,xăng,2025.0,8000.0,57.0,2.5,1220.0,1256.7445721232318
mercedes,benz gla class gla 45 s amg 4matic 2022,nhập khẩu,suv,số tự động,xăng,2022.0,30000.0,57.0,2.0,2299.0,2038.1812149877514
hyundai,accent 1.4 mt tiêu chuẩn 2021,lắp ráp trong nước,sedan,số tay,xăng,2021.0,179626.7683965918,71.0,1.4,325.0,301.22540481297534
kia,k3 premium 1.6 at 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,57000.0,102.0,1.6,530.0,536.1937082291859
mercedes,benz c class c200 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,179626.7683965918,57.0,2.0,766.0,916.6789978108405
honda,accord 1.5 at 2019,nhập khẩu,sedan,số tự động,xăng,2019.0,62000.0,59.0,1.5,660.0,707.7599287794233
mercedes,benz e class e200 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,90000.0,57.0,2.0,799.0,800.5225564901498
toyota,fortuner 2.5g 2014,lắp ráp trong nước,suv,số tay,dầu,2014.0,150000.0,58.0,2.5,509.0,459.1776198088069
toyota,fortuner trd sportivo 4x2 at 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,115000.0,58.0,2.7,522.0,520.2121072605571
bmw,5 series 520i 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,179626.7683965918,57.0,2.0,699.0,691.2067521934287
ford,ranger xls 2.2l 4x2 at 2019,nhập khẩu,bán tải / pickup,số tự động,dầu,2019.0,179626.7683965918,57.0,2.2,505.0,498.0262365342268
lexus,nx 300 2017,nhập khẩu,suv,số tự động,xăng,2017.0,66000.0,57.0,2.0,1579.0,1568.6379501726503
mazda,2 1.5 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,150000.0,99.0,1.5,390.0,322.55915052969135
hyundai,santafe 2.2l 4wd 2017,lắp ráp trong nước,suv,số tự động,dầu,2017.0,179626.7683965918,58.0,2.2,635.0,640.4729042097811
volvo,xc60 ultimate bright b6 awd 2022,nhập khẩu,suv,số tự động,xăng,2022.0,18000.0,58.0,2.0,1989.0,1797.748696748678
kia,sportage 2.0 at 2013,nhập khẩu,crossover,số tự động,xăng,2013.0,80000.0,58.0,2.0,369.0,219.8536800267148
ford,ranger xls 2.0l 4x2 at 2023,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2023.0,40000.0,63.0,2.0,599.0,632.2095179997538
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,40000.0,58.0,2.2,1185.0,1202.9363460239235
mercedes,benz c class c300 amg 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,20000.0,58.0,2.0,1699.0,1604.3813697388325
mazda,bt50 2.2l 4x2 at 2018,nhập khẩu,bán tải / pickup,số tự động,dầu,2018.0,179626.7683965918,57.0,2.2,390.0,391.0670053059363
vinfast,vf e34 at 2022,lắp ráp trong nước,crossover,số tự động,điện,2022.0,39000.0,57.0,0.1,455.0,336.98097446515663
toyota,innova g 2008,lắp ráp trong nước,crossover,số tay,xăng,2008.0,195000.0,60.0,2.0,180.0,182.0681808693639
ford,everest titanium 2.0l 4x2 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,80000.0,57.0,2.0,795.0,851.7698223724789
mercedes,benz c class c300 amg 2022,nhập khẩu,sedan,số tự động,xăng,2022.0,44000.0,57.0,2.0,1599.0,1760.2217646928316
mitsubishi,xpander 1.5 at 2020,nhập khẩu,suv,số tự động,xăng,2020.0,8.0,59.0,1.5,460.0,460.229233804904
mazda,cx5 2.5 at 2wd 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,46000.0,57.0,2.5,599.0,583.5585181496843
suzuki,swift glx 1.2 at 2022,nhập khẩu,hatchback,số tự động,xăng,2022.0,20000.0,57.0,1.2,515.0,497.8291002406059
kia,morning si at 2016,lắp ráp trong nước,hatchback,số tự động,xăng,2016.0,179626.7683965918,58.0,1.25,255.0,247.36277887643885
mazda,3 1.5 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,72000.0,72.0,1.5,365.0,373.01283094954715
suzuki,super carry van blind van 2016,lắp ráp trong nước,van/minivan,số tay,xăng,2016.0,90000.0,95.0,1.0,148.0,149.71235730409632
kia,sedona 3.3 gat premium 2019,lắp ráp trong nước,van/minivan,số tự động,xăng,2019.0,60000.0,57.0,3.3,698.0,679.9651457185399
mercedes,benz s class s500l 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,65000.0,59.0,4.7,1199.0,1502.9971688623355
bmw,2 series 218i gran tourer 2016,nhập khẩu,crossover,số tự động,xăng,2016.0,140000.0,57.0,1.5,475.0,598.4148385255495
ford,ranger xls 2.0l 4x2 at 2022,lắp ráp trong nước,bán tải / pickup,số tự động,dầu,2022.0,57000.0,98.0,2.0,609.0,611.2886051186885
hyundai,santafe cao cấp 2.2l htrac 2024,lắp ráp trong nước,suv,số tự động,dầu,2024.0,13000.0,63.0,2.2,1310.0,1325.164297873584
hyundai,santafe premium 2.4l htrac 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,37000.0,57.0,2.4,800.0,815.2971983464479
nissan,teana 2.0 at 2010,nhập khẩu,sedan,số tự động,xăng,2010.0,120000.0,57.0,2.0,210.0,243.99818351559793
vinfast,vf3 plus 2024,lắp ráp trong nước,hatchback,số tự động,điện,2024.0,3000.0,57.0,2.097755539082448,229.0,230.9877427040297
toyota,camry 2.0g 2020,nhập khẩu,sedan,số tự động,xăng,2020.0,60000.0,57.0,2.0,775.0,790.0218728116176
kia,cerato 2.0 at 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,107000.0,57.0,2.0,388.0,400.6887568489466
bmw,5 series 520i 2012,nhập khẩu,sedan,số tự động,xăng,2012.0,88000.0,77.0,2.0,460.0,504.5195438781621
hyundai,tucson 2.0 ath 2016,nhập khẩu,crossover,số tự động,xăng,2016.0,98000.0,70.0,2.0,525.0,553.122020923939
mitsubishi,xpander 1.5 mt 2019,nhập khẩu,suv,số tay,xăng,2019.0,179626.7683965918,59.0,1.5,380.0,359.41135179966216
kia,sonet premium 1.5 at 2024,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,16000.0,58.0,1.5,595.0,495.69023293700025
toyota,vios 1.5g 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,100000.0,104.0,1.5,360.0,314.11477789494734
toyota,camry 2.4g 2012,lắp ráp trong nước,sedan,số tự động,xăng,2012.0,58000.0,67.0,2.4,390.0,396.963491956947
mercedes,benz c class c200 avantgarde plus 2023,lắp ráp trong nước,sedan,số tự động,xăng,2023.0,3000.0,57.0,1.5,1680.0,1644.3523840035386
kia,seltos luxury 1.4 at 2024,lắp ráp trong nước,crossover,số tự động,xăng,2024.0,10000.0,60.0,1.4,660.0,657.6442979821688
toyota,vios 1.5g 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,20000.0,65.0,1.5,390.0,370.40731635634245
toyota,vios 1.5g 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,35000.0,59.0,1.5,349.0,382.4269795632823
mercedes,benz e class e300 amg 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,32000.0,57.0,2.0,1399.0,1321.7983625042848
hyundai,accent 1.4 at đặc biệt 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,60000.0,57.0,1.4,425.0,431.9329098718839
mercedes,benz c class c200 cgi 2010,lắp ráp trong nước,sedan,số tự động,xăng,2010.0,14000.0,66.0,1.8,258.0,354.03007980809735
ford,everest titanium 2.0l 4x2 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,65000.0,57.0,2.0,845.0,853.3766606157185
mitsubishi,xpander 1.5 at 2022,nhập khẩu,suv,số tự động,xăng,2022.0,40000.0,58.0,1.5,495.0,490.64978380525724
mitsubishi,outlander 2.0 cvt 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,40000.0,60.0,2.0,665.0,685.1632989077006
vinfast,fadil 1.4 at premium 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,25000.0,76.0,1.4,335.0,312.56565143769836
mercedes,benz e class e200 exclusive 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,17000.0,57.0,2.0,1900.0,1698.120267166592
kia,sonet luxury 1.5 at 2023,lắp ráp trong nước,crossover,số tự động,xăng,2023.0,15000.0,57.0,1.5,545.0,523.3483394153563
kia,carnival signature 2.2d 2023,lắp ráp trong nước,van/minivan,số tự động,dầu,2023.0,40000.0,57.0,2.2,1329.0,1290.0932287913618
ford,everest trend 2.0l 4x2 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,93000.0,58.0,2.0,750.0,783.9671304228259
ford,ranger xls 2.2l 4x2 at 2017,nhập khẩu,bán tải / pickup,số tự động,dầu,2017.0,10000.0,58.0,2.2,430.0,438.4266101986698
toyota,corolla altis 2.0v 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,70000.0,58.0,2.0,430.0,395.869646751534
vinfast,vf3 plus 2024,lắp ráp trong nước,hatchback,số tự động,điện,2024.0,4500.0,59.0,2.097755539082448,235.0,231.25704671657212
ford,territory titanium x 1.5 at 2023,lắp ráp trong nước,suv,số tự động,xăng,2023.0,44000.0,57.0,1.5,779.0,794.0908101082941
mercedes,benz e class e200 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,90000.0,57.0,2.0,790.0,800.5225564901498
toyota,fortuner 2.5g 2016,lắp ráp trong nước,suv,số tay,dầu,2016.0,91000.0,57.0,2.5,498.0,514.9440808782898
