Hãng xe,Dòng xe,Xuất xứ,Kiểu dáng,Hộp số,Loại động cơ,Năm sản xuất,Số Km đã đi,Số ngày bài đã đăng,Dung tích động cơ,Giá thực tế,Giá dự đoán
mg,zs standard 1.5 at 2wd 2022,nhập khẩu,crossover,số tự động,xăng,2022.0,30005.0,57.0,1.5,400.0,410.1225645614767
toyota,corolla altis 1.8g at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,105000.0,83.0,1.8,450.0,434.4580449815236
mazda,3 1.5 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,80000.0,57.0,1.5,386.0,383.43704542929146
hyundai,i10 grand 1.2 at 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,180000.0,61.0,1.25,290.0,288.323585295798
mazda,6 2.0 at 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,179626.7683965918,91.0,2.0,330.0,399.94974641106097
kia,morning sx 1.1 at sportpack 2010,lắp ráp trong nước,hatchback,số tự động,xăng,2010.0,140000.0,59.0,1.1,168.0,119.28142649916315
toyota,fortuner 2.4g 4x2 mt 2017,nhập khẩu,suv,số tay,dầu,2017.0,68640.0,57.0,2.4,680.0,644.889532234018
mercedes,benz glb 200 amg 2022,nhập khẩu,suv,số tự động,xăng,2022.0,48000.0,57.0,1.3,1259.0,1246.2343283686282
mercedes,benz glc 300 4matic 2019,lắp ráp trong nước,suv,số tự động,xăng,2019.0,79000.0,57.0,2.0,1080.0,1155.4781227678739
mazda,2 1.5 at 2016,lắp ráp trong nước,hatchback,số tự động,xăng,2016.0,130000.0,57.0,1.5,280.0,293.36266639711374
hyundai,venue 1.0 t,lắp ráp trong nước,suv,số tự động,xăng,2024.0,13000.0,76.0,1.0,2024.0,2023.244657231862
peugeot,2008 active 1.2 at 2020,lắp ráp trong nước,crossover,số tự động,xăng,2020.0,40000.0,58.0,1.2,530.0,531.4101984714157
kia,cerato 1.6 mt 2018,lắp ráp trong nước,sedan,số tay,xăng,2018.0,86000.0,68.0,1.6,340.0,328.30821589502045
hyundai,avante 1.6 mt 2013,lắp ráp trong nước,sedan,số tay,xăng,2013.0,179626.7683965918,106.0,1.6,200.0,176.14610875338394
hyundai,accent 1.4 at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,18000.0,64.0,1.4,425.0,400.6923678216577
lexus,es 250 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,96000.0,57.0,2.5,1180.0,1183.391081717808
nissan,terra v 2.5 at 4wd 2018,nhập khẩu,suv,số tự động,xăng,2018.0,45000.0,57.0,2.5,620.0,371.9228213304927
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,90000.0,57.0,2.2,1140.0,1198.7201190177054
nissan,sunny xl 2020,lắp ráp trong nước,sedan,số tay,xăng,2020.0,179626.7683965918,57.0,1.5,209.0,230.75170525189284
hyundai,i10 grand 1.2 at 2016,nhập khẩu,hatchback,số tự động,xăng,2016.0,179626.7683965918,66.0,1.25,269.0,265.6005361939234
mazda,cx5 premium 2.0 at 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,60000.0,96.0,2.0,690.0,693.8851936575713
peugeot,5008 allure 1.6 at 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,40000.0,57.0,1.6,700.0,703.5270550732259
toyota,vios 1.5e cvt 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,18000.0,63.0,1.5,368.0,345.7886354036833
vinfast,vf5 plus 2024,lắp ráp trong nước,suv,số tự động,điện,2024.0,7000.0,84.0,2.097755539082448,450.0,438.83833806465253
vinfast,fadil 1.4 at 2021,lắp ráp trong nước,hatchback,số tự động,xăng,2021.0,30000.0,58.0,1.4,305.0,306.7841366795301
kia,sportage signature 2.0g 2023,lắp ráp trong nước,crossover,số tự động,xăng,2023.0,18000.0,59.0,2.0,870.0,830.1307256855442
ford,explorer limited 2.3l ecoboost 2018,nhập khẩu,suv,số tự động,xăng,2018.0,95000.0,58.0,2.3,1030.0,967.88874341568
suzuki,swift 1.4 at 2014,lắp ráp trong nước,hatchback,số tự động,xăng,2014.0,90000.0,64.0,1.4,269.0,251.0958702299131
hyundai,kona 2.0 ath 2019,lắp ráp trong nước,crossover,số tự động,xăng,2019.0,62000.0,57.0,2.0,455.0,471.35214007381296
lexus,nx 300 2017,nhập khẩu,suv,số tự động,xăng,2017.0,40000.0,57.0,2.0,1579.0,1569.6953288713914
mercedes,benz c class c300 amg 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,15000.0,57.0,2.0,1550.0,1603.155496175773
toyota,veloz cross 1.5 cvt 2022,nhập khẩu,suv,số tự động,xăng,2022.0,54000.0,71.0,1.5,480.0,516.9253398246398
landrover,range rover hse superchardged 5.0 2009,nhập khẩu,suv,số tự động,xăng,2009.0,130000.0,57.0,5.0,630.0,702.4481759256395
mitsubishi,outlander premium 2.0 cvt 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,70000.0,60.0,2.0,689.0,693.1752217723033
toyota,corolla altis 1.8g at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,30000.0,57.0,1.8,610.0,612.6397663540332
volkswagen,viloran luxury 2024,nhập khẩu,van/minivan,số tự động,xăng,2024.0,12000.0,63.0,2.0,2190.0,2130.4934480281327
toyota,innova 2.0e 2018,lắp ráp trong nước,crossover,số tay,xăng,2018.0,61144.0,58.0,2.0,465.0,423.8259369069633
mercedes,benz c class c250 exclusive 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,88000.0,57.0,2.0,609.0,647.8109443695964
toyota,innova 2.0e 2019,lắp ráp trong nước,crossover,số tay,xăng,2019.0,98000.0,57.0,2.0,450.0,436.7907652670162
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,47000.0,57.0,2.2,1119.0,1133.2090644846503
toyota,vios 1.5g 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,179626.7683965918,75.0,1.5,315.0,329.3864467412832
lexus,ls 460l 2007,nhập khẩu,sedan,số tự động,xăng,2007.0,179626.7683965918,57.0,4.6,680.0,540.4136988627639
mitsubishi,xpander 1.5 mt 2021,nhập khẩu,suv,số tay,xăng,2021.0,60000.0,57.0,1.5,425.0,433.365802929621
mercedes,benz c class c250 exclusive 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,76000.0,58.0,2.0,789.0,794.8385206581326
ford,ranger xls 2.2l 4x2 at 2020,nhập khẩu,bán tải / pickup,số tự động,dầu,2020.0,69000.0,105.0,2.2,490.0,525.6975844791382
mercedes,benz glc 300 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,82000.0,83.0,2.0,960.0,925.1537332829888
toyota,corolla altis 1.8g at 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,16000.0,58.0,1.8,590.0,612.7534479219952
toyota,innova 2.0e 2019,lắp ráp trong nước,crossover,số tay,xăng,2019.0,103000.0,57.0,2.0,475.0,436.3386404862191
kia,cerato 1.6 at 2017,lắp ráp trong nước,sedan,số tự động,xăng,2017.0,67000.0,57.0,1.6,379.0,379.7255054468475
ford,ranger xls 2.2l 4x2 at 2017,nhập khẩu,bán tải / pickup,số tự động,dầu,2017.0,83000.0,57.0,2.2,450.0,440.6713020255945
kia,morning si at 2018,lắp ráp trong nước,hatchback,số tự động,xăng,2018.0,90000.0,58.0,1.25,279.0,279.37000375648125
hyundai,creta tiêu chuẩn 1.5 at 2022,nhập khẩu,crossover,số tự động,xăng,2022.0,179626.7683965918,89.0,1.5,530.0,528.1092603088223
volvo,s90 inscription t6 2020,nhập khẩu,sedan,số tự động,xăng,2020.0,33796.0,57.0,2.0,1439.0,1413.9666088575607
bmw,x3 sdrive20i m sport 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,9989.0,60.0,2.0,1979.0,1954.7220482467055
lexus,es 250 2019,nhập khẩu,sedan,số tự động,xăng,2019.0,60000.0,57.0,2.5,1820.0,1710.260766652908
kia,carens s sx 2.0 mt 2014,lắp ráp trong nước,crossover,số tay,xăng,2014.0,138000.0,58.0,2.0,235.0,167.8765698801118
toyota,innova 2.0 venturer 2018,lắp ráp trong nước,crossover,số tự động,xăng,2018.0,179626.7683965918,58.0,2.0,515.0,537.1566852536613
toyota,innova g 2008,lắp ráp trong nước,crossover,số tay,xăng,2008.0,35440.0,67.0,2.0,180.0,186.3638712751632
hyundai,santafe cao cấp 2.2l htrac 2021,lắp ráp trong nước,suv,số tự động,dầu,2021.0,60000.0,58.0,2.2,890.0,1001.259768457902
volkswagen,tiguan 2.0 at 2016,nhập khẩu,suv,số tự động,xăng,2016.0,120000.0,58.0,2.0,448.0,577.0182703447063
mazda,3 1.5l sport premium 2020,lắp ráp trong nước,hatchback,số tự động,xăng,2020.0,18000.0,60.0,1.5,555.0,527.5146159920162
toyota,fortuner 2.7v 4x2 at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,77000.0,57.0,2.7,490.0,448.4988307596795
mercedes,benz c class c250 exclusive 2015,lắp ráp trong nước,sedan,số tự động,xăng,2015.0,160000.0,57.0,2.0,525.0,573.2405518229249
chevrolet,vivant cdx mt 2008,lắp ráp trong nước,crossover,số tay,xăng,2008.0,179626.7683965918,78.0,2.0,85.0,94.4793312257069
mazda,3 1.5l luxury 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,10000.0,57.0,1.5,625.0,606.5471067032246
ford,everest ambiente 2.0l 4x2 at 2023,nhập khẩu,suv,số tự động,dầu,2023.0,26000.0,57.0,2.0,1020.0,1020.878598093217
honda,hrv l 2019,nhập khẩu,crossover,số tự động,xăng,2019.0,30000.0,58.0,1.8,565.0,545.6639212896998
mercedes,benz glc 200 4matic 2023,lắp ráp trong nước,suv,số tự động,hybrid,2023.0,16666.0,57.0,2.0,1878.0,2055.5095228215287
mazda,6 2.0 at 2016,lắp ráp trong nước,sedan,số tự động,xăng,2016.0,107000.0,76.0,2.0,399.0,407.09709054730797
ford,fiesta s 1.6 at 2011,lắp ráp trong nước,hatchback,số tự động,xăng,2011.0,179626.7683965918,69.0,1.6,192.0,186.6956898460993
volvo,v60 cross country b5 awd 2022,nhập khẩu,wagon,số tự động,xăng,2022.0,20000.0,57.0,2.0,1599.0,1588.5684659066683
mazda,cx5 luxury 2.0 at 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,58000.0,100.0,2.0,710.0,704.7477433475957
toyota,corolla altis 1.8g at 2014,lắp ráp trong nước,sedan,số tự động,xăng,2014.0,120000.0,59.0,1.8,395.0,397.14850027022914
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,34000.0,58.0,2.2,1288.0,1202.7022908163533
hyundai,santafe 2.4l 4wd 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,110000.0,62.0,2.4,599.0,577.7140779941512
mercedes,benz c class c200 exclusive 2021,lắp ráp trong nước,sedan,số tự động,xăng,2021.0,57000.0,57.0,1.5,1069.0,1010.8439751618955
lexus,rc 300 2019,nhập khẩu,coupe,số tự động,xăng,2019.0,11000.0,57.0,2.0,1799.0,1795.649257689523
mazda,bt50 2.2l 4x4 mt 2018,nhập khẩu,bán tải / pickup,số tay,dầu,2018.0,100000.0,60.0,2.2,380.0,414.9478637930784
ford,everest titanium plus 2.0l 4x4 at 2023,nhập khẩu,suv,số tự động,dầu,2023.0,50000.0,57.0,2.0,1330.0,1369.1287571256944
bmw,3 series 320i 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,110000.0,57.0,2.0,415.0,441.72700133299475
vinfast,fadil 1.4 at 2019,lắp ráp trong nước,hatchback,số tự động,xăng,2019.0,60000.0,65.0,1.4,266.0,265.5114226950725
kia,carnival signature 3.5g 2022,lắp ráp trong nước,van/minivan,số tự động,xăng,2022.0,46000.0,58.0,3.5,1239.0,1205.3505301556183
kia,sedona 3.3l gath 2016,lắp ráp trong nước,van/minivan,số tự động,xăng,2016.0,70000.0,59.0,3.3,580.0,518.9574422648805
kia,sorento dath 2.2l 2wd 2014,lắp ráp trong nước,suv,số tự động,dầu,2014.0,162000.0,58.0,2.2,430.0,465.0289945491218
mini,cooper s 2009,nhập khẩu,coupe,số tự động,xăng,2009.0,179626.7683965918,57.0,1.6,439.0,624.9347486642785
hyundai,santafe premium 2.2l htrac 2019,lắp ráp trong nước,suv,số tự động,dầu,2019.0,56000.0,88.0,2.2,780.0,816.5263477775632
mercedes,benz glc 300 4matic 2020,lắp ráp trong nước,suv,số tự động,xăng,2020.0,55000.0,62.0,2.0,1429.0,1478.5040016137054
hyundai,accent 1.4 ath 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,83000.0,82.0,1.4,388.0,384.77931019993673
vinfast,vf8 eco 2023,lắp ráp trong nước,suv,số tự động,điện,2023.0,12000.0,57.0,0.2,760.0,718.553776631363
kia,carnival signature 2.2d 2023,lắp ráp trong nước,van/minivan,số tự động,dầu,2023.0,18000.0,58.0,2.2,1295.0,1291.3675627614311
honda,city 1.5 2018,lắp ráp trong nước,sedan,số tự động,xăng,2018.0,76000.0,65.0,1.5,355.0,352.1031845705976
mercedes,benz c class c200 avantgarde plus 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,15000.0,77.0,1.5,1439.0,1373.2278339656068
mercedes,benz glc 300 4matic 2016,lắp ráp trong nước,suv,số tự động,xăng,2016.0,68000.0,66.0,2.0,798.0,844.2619439071996
kia,morning van 1.0 at 2016,nhập khẩu,van/minivan,số tự động,xăng,2016.0,55000.0,57.0,1.0,205.0,203.97641770635613
ford,ranger xls 2.2l 4x2 at 2014,nhập khẩu,bán tải / pickup,số tự động,dầu,2014.0,140000.0,62.0,2.2,345.0,328.8550964547354
kia,rondo gat deluxe 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,84000.0,57.0,2.0,458.0,458.04682484167137
jaguar,xe s 3.0at 2016,nhập khẩu,sedan,số tự động,xăng,2016.0,80000.0,57.0,3.0,599.0,918.438707513943
mitsubishi,xpander 1.5 mt 2019,nhập khẩu,suv,số tay,xăng,2019.0,93000.0,57.0,1.5,365.0,369.26330083207387
ford,everest trend 2.0l 4x2 at 2019,nhập khẩu,suv,số tự động,dầu,2019.0,79000.0,57.0,2.0,750.0,731.3029191047531
ford,territory titanium x 1.5 at 2024,lắp ráp trong nước,suv,số tự động,xăng,2024.0,20000.0,60.0,1.5,845.0,831.9325127961082
mazda,6 2.0 at 2014,nhập khẩu,sedan,số tự động,xăng,2014.0,112000.0,95.0,2.0,365.0,404.36248368104333
kia,carnival signature 2.2d 2022,lắp ráp trong nước,van/minivan,số tự động,dầu,2022.0,90000.0,58.0,2.2,1185.0,1199.1879294189318
kia,cerato 1.6 mt 2009,nhập khẩu,sedan,số tay,xăng,2009.0,179626.7683965918,71.0,1.6,180.0,179.90896768937336
kia,cerato 1.6 at luxury 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,98000.0,57.0,1.6,455.0,442.6270893840027
mercedes,benz c class c300 amg 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,10000.0,57.0,2.0,1599.0,1602.4330339788553
volkswagen,viloran luxury 2024,nhập khẩu,van/minivan,số tự động,xăng,2024.0,13000.0,57.0,2.0,2100.0,2125.9581201089463
mercedes,benz e class e200 sport 2019,lắp ráp trong nước,sedan,số tự động,xăng,2019.0,68000.0,57.0,2.0,1168.0,1191.881463358038
mercedes,benz glc 200 2022,lắp ráp trong nước,suv,số tự động,xăng,2022.0,9999.0,64.0,2.0,1439.0,1382.2170655817147
bmw,3 series 335i convertible 2009,nhập khẩu,convertible/cabriolet,số tự động,xăng,2009.0,89800.0,57.0,3.0,525.0,902.942979909278
toyota,fortuner trd sportivo 4x4 at 2014,lắp ráp trong nước,suv,số tự động,xăng,2014.0,100000.0,57.0,2.7,485.0,486.20088917532485
vinfast,vf8 plus awd 2022,lắp ráp trong nước,suv,số tự động,điện,2022.0,26000.0,57.0,2.097755539082448,690.0,780.9083457013346
ford,everest titanium plus 2.0l 4x4 at 2024,nhập khẩu,suv,số tự động,dầu,2024.0,25000.0,57.0,2.0,1379.0,1436.292471622487
toyota,fortuner 2.4g 4x2 at 2020,lắp ráp trong nước,suv,số tự động,dầu,2020.0,87000.0,57.0,2.4,768.0,826.1353025848798
kia,cerato 1.6 mt 2018,lắp ráp trong nước,sedan,số tay,xăng,2018.0,179626.7683965918,97.0,1.6,308.0,318.28383426109525
bmw,5 series 520i 2018,nhập khẩu,sedan,số tự động,xăng,2018.0,47000.0,57.0,1.6,935.0,884.311093486755
toyota,wigo 1.2g at 2018,nhập khẩu,hatchback,số tự động,xăng,2018.0,70000.0,98.0,1.2,265.0,272.385389576987
hyundai,tucson 2.0 at 2018,lắp ráp trong nước,crossover,số tự động,xăng,2018.0,99.0,67.0,2.0,545.0,553.3485274614851
mercedes,benz e class e300 amg 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,84000.0,58.0,2.0,1789.0,1888.3268932462895
lexus,ls 460l 2007,nhập khẩu,sedan,số tự động,xăng,2007.0,179626.7683965918,59.0,4.6,660.0,540.350526658053
bmw,5 series 528i gt 2015,nhập khẩu,sedan,số tự động,xăng,2015.0,15000.0,57.0,2.0,1058.0,882.9515688396614
kia,carnival signature 2.2d 2023,lắp ráp trong nước,van/minivan,số tự động,dầu,2023.0,45000.0,57.0,2.2,1280.0,1289.6268037989203
ford,ecosport titanium 1.5l at 2015,lắp ráp trong nước,suv,số tự động,xăng,2015.0,150000.0,58.0,1.5,268.0,283.91349698389706
ford,ecosport titanium 1.5l at 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,76000.0,57.0,1.5,385.0,377.3215356262144
kia,sorento 2.2 dat premium 2019,lắp ráp trong nước,suv,số tự động,dầu,2019.0,90000.0,57.0,2.2,629.0,638.8904119869009
kia,cerato 2.0 at premium 2020,lắp ráp trong nước,sedan,số tự động,xăng,2020.0,61000.0,58.0,2.0,477.0,478.73224445054564
mazda,3 1.5l deluxe 2024,lắp ráp trong nước,sedan,số tự động,xăng,2024.0,25000.0,58.0,1.5,550.0,569.585787044032
volvo,s90 inscription t6 2020,nhập khẩu,sedan,số tự động,xăng,2020.0,21000.0,57.0,2.0,1399.0,1413.828328102884
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,80000.0,95.0,2.0,1595.0,1578.193902256569
kia,sonet premium 1.5 at 2023,lắp ráp trong nước,crossover,số tự động,xăng,2023.0,53000.0,59.0,1.5,495.0,566.1904854067238
audi,a1 2.0t s,nhập khẩu,hatchback,số tự động,xăng,2012.0,179626.7683965918,59.0,2.0,2012.0,1802.5384167528543
ford,everest titanium 2.0l 4x2 at 2020,nhập khẩu,suv,số tự động,dầu,2020.0,65000.0,57.0,2.0,835.0,853.3766606157185
toyota,vios e cvt 2022,lắp ráp trong nước,sedan,số tự động,xăng,2022.0,56000.0,60.0,1.5,385.0,410.28375517460296
hyundai,i10 1.2 at 2025,lắp ráp trong nước,hatchback,số tự động,xăng,2025.0,13000.0,57.0,1.25,415.0,435.4586532849267
mercedes,benz glc 300 4matic 2021,lắp ráp trong nước,suv,số tự động,xăng,2021.0,30000.0,59.0,2.0,1620.0,1595.9448446545223
audi,tt s 2.0 at 2008,nhập khẩu,coupe,số tự động,xăng,2008.0,77000.0,78.0,2.0,459.0,529.3087651616324
lexus,es 250 2019,nhập khẩu,sedan,số tự động,xăng,2019.0,68000.0,58.0,2.5,1850.0,1710.706994334953
ford,escape xls 2.3l 4x2 at 2010,lắp ráp trong nước,suv,số tự động,xăng,2010.0,90000.0,58.0,2.3,218.0,231.00666734090368
ford,ranger xls 2.2l 4x2 mt 2019,nhập khẩu,bán tải / pickup,số tay,dầu,2019.0,85000.0,57.0,2.2,485.0,454.47535994396384
hyundai,santafe cao cấp 2.2l htrac 2022,lắp ráp trong nước,suv,số tự động,dầu,2022.0,47000.0,58.0,2.2,1119.0,1133.9847161293412
toyota,camry 2.0q 2023,nhập khẩu,sedan,số tự động,xăng,2023.0,33000.0,57.0,2.0,1035.0,1024.4245233275967
suzuki,xl7 1.5 at 2022,nhập khẩu,suv,số tự động,xăng,2022.0,40000.0,99.0,1.5,460.0,450.2485824882002
landrover,range rover hse 3.0 2015,nhập khẩu,suv,số tự động,xăng,2015.0,179626.7683965918,93.0,3.0,2120.0,2091.6483492116927
omoda,c5 flagship 1.5 turbo 2024,nhập khẩu,suv,số tự động,xăng,2024.0,7500.0,58.0,1.5,609.0,400.2310307268317
toyota,rush 1.5s at 2019,nhập khẩu,suv,số tự động,xăng,2019.0,179626.7683965918,58.0,1.5,415.0,457.60257677943804
kia,carnival gs 2.5 at 2009,lắp ráp trong nước,van/minivan,số tự động,xăng,2009.0,200000.0,70.0,2.5,155.0,160.81292111204135
chevrolet,captiva ltz 2.4 at 2013,lắp ráp trong nước,suv,số tự động,xăng,2013.0,85000.0,57.0,2.4,288.0,296.73720336499605
mercedes,benz glc 300 4matic 2017,lắp ráp trong nước,suv,số tự động,xăng,2017.0,70000.0,57.0,2.0,960.0,927.9279078686754
hyundai,santafe mlx 2.0l 2009,nhập khẩu,suv,số tự động,dầu,2009.0,168000.0,66.0,2.0,365.0,313.5827477725237
toyota,innova 2.0e 2019,lắp ráp trong nước,crossover,số tay,xăng,2019.0,103046.0,59.0,2.0,475.0,436.69421161129674
ford,ranger xls 2.0l 4x2 mt 2022,lắp ráp trong nước,bán tải / pickup,số tay,dầu,2022.0,179626.7683965918,57.0,2.0,525.0,553.1370812195851
hyundai,santafe 2.4l 4wd 2018,lắp ráp trong nước,suv,số tự động,xăng,2018.0,80000.0,57.0,2.4,665.0,667.7319251001917
