Hãng xe,Dòng xe,Giá thành,Thông số
Toyota,Land Cruiser Vx 4 6 V8 2015,1990000000,"Năm sản xuất: 2015, Số Km đã đi: 160000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 4.6"
Vinfast,Fadil 1 4 At 2020,270000000,"Năm sản xuất: 2020, Số Km đã đi: 71000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Vinfast,Vf8 Eco Awd 2022,705000000,"Năm sản xuất: 2022, Số Km đã đi: 24000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Điện, Dung tích động cơ: 0.0"
Changan,2010,108000000,"Năm sản xuất: 2010, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: nan"
Chevrolet,Captiva Lt 2 4 Mt 2007,105000000,"Năm sản xuất: 2007, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Daewoo,Lacetti Cdx 1 6 At 2010,157000000,"Năm sản xuất: 2010, Số Km đã đi: 126000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Ford,Fiesta S 1 6 At 2011,175000000,"Năm sản xuất: 2011, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Ford,Ranger Xls 2 2L 4X2 At 2018,468000000,"Năm sản xuất: 2018, Số Km đã đi: 99000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Honda,Accord 2 4 At 2007,325000000,"Năm sản xuất: 2007, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Honda,Civic 1 8 At 2007,178000000,"Năm sản xuất: 2007, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Honda,Crv L 2019,735000000,"Năm sản xuất: 2019, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Hyundai,Accent 1 4 At Dac Biet 2021,450000000,"Năm sản xuất: 2021, Số Km đã đi: 60000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Tucson 1 6 At Turbo 2018,620000000,"Năm sản xuất: 2018, Số Km đã đi: 100000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Kia,Cerato 1 6 Mt 2018,308000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Kia,Morning Van 1 0 At 2013,155000000,"Năm sản xuất: 2013, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.0"
Kia,Sedona 3 3L Gath 2016,540000000,"Năm sản xuất: 2016, Số Km đã đi: 200000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 3.3"
Landrover,Defender 110 First Edition D240 2 0 At 2020,3900000000,"Năm sản xuất: 2020, Số Km đã đi: 32000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Mazda,Bt50 3 2L 4X4 At 2013,330000000,"Năm sản xuất: 2013, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 3.2"
Mercedes Benz,Glc 300 4Matic 2023,2500000000,"Năm sản xuất: 2023, Số Km đã đi: 19, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mitsubishi,Attrage 1 2Mt 2017,190000000,"Năm sản xuất: 2017, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Mitsubishi,Pajero 3 0 2006,170000000,"Năm sản xuất: 2006, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Toyota,Corolla Altis 1 8G Mt 2004,108000000,"Năm sản xuất: 2004, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Volvo,Xc90 T6 2 0 At 2015,1379000000,"Năm sản xuất: 2015, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Bmw,4 Series 430I Gran Coupe M Sport 2022,1979000000,"Năm sản xuất: 2022, Số Km đã đi: 15000, Xuất xứ: Nhập khẩu, Kiểu dáng: Coupe, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Chevrolet,Spark Van 1 0 At 2013,95000000,"Năm sản xuất: 2013, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.0"
Dongben,Srm T20 2023,139000000,"Năm sản xuất: 2023, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Truck, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: nan"
Hyundai,Accent 1 4 At 2020,389000000,"Năm sản xuất: 2020, Số Km đã đi: 40000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Accent 1 4 At 2021,408000000,"Năm sản xuất: 2021, Số Km đã đi: 26000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Genesis 2 0 At 2011,355000000,"Năm sản xuất: 2011, Số Km đã đi: 120000, Xuất xứ: Nhập khẩu, Kiểu dáng: Coupe, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Hyundai,I30 1 6 At 2008,170000000,"Năm sản xuất: 2008, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,I30 Cw 1 6 At 2009,200000000,"Năm sản xuất: 2009, Số Km đã đi: 120000, Xuất xứ: Nhập khẩu, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,Kona 1 6 Turbo 2020,519000000,"Năm sản xuất: 2020, Số Km đã đi: 21000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Kia,K3 Gt 1 6 At Turbo 2022,609000000,"Năm sản xuất: 2022, Số Km đã đi: 63000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Kia,Morning Luxury 2020,308000000,"Năm sản xuất: 2020, Số Km đã đi: 58000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Kia,Morning Si At 2017,263000000,"Năm sản xuất: 2017, Số Km đã đi: 94000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Landrover,Range Rover Autobiography 3 0 2015,2465000000,"Năm sản xuất: 2015, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Mitsubishi,Attrage 1 2 Cvt 2021,313000000,"Năm sản xuất: 2021, Số Km đã đi: 79000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Mitsubishi,Xpander Cross 1 5 At 2022,569000000,"Năm sản xuất: 2022, Số Km đã đi: 87000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Corolla Altis 1 8G At 2008,195000000,"Năm sản xuất: 2008, Số Km đã đi: 195000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Toyota,Corolla Cross 1 8V 2021,705000000,"Năm sản xuất: 2021, Số Km đã đi: 35600, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.8"
Toyota,Hilux 2 4E 4X2 At 2020,575000000,"Năm sản xuất: 2020, Số Km đã đi: 98000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.4"
Toyota,Innova 2 0E 2015,280000000,"Năm sản xuất: 2015, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Innova 2 0E 2018,380000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Bmw,5 Series 520I 2016,639000000,"Năm sản xuất: 2016, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Ford,Everest Platinum 2 0L 4X4 At 2025,1616000000,"Năm sản xuất: 2025, Số Km đã đi: 5100, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.0"
Ford,Ranger Wildtrak 3 2L 4X4 At 2015,489000000,"Năm sản xuất: 2015, Số Km đã đi: 170000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 3.2"
Ford,Territory Titanium X 1 5 At 2023,788000000,"Năm sản xuất: 2023, Số Km đã đi: 17000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Hyundai,Accent 1 4 At 2021,395000000,"Năm sản xuất: 2021, Số Km đã đi: 20000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Hyundai,Avante 1 6 At 2012,256000000,"Năm sản xuất: 2012, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Hyundai,Kona 2 0 Ath 2020,525000000,"Năm sản xuất: 2020, Số Km đã đi: 55000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Kia,Sedona 2 2 Dat Luxury 2020,778000000,"Năm sản xuất: 2020, Số Km đã đi: 81000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Kia,Soluto 1 4 At Deluxe 2021,350000000,"Năm sản xuất: 2021, Số Km đã đi: 15000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Lexus,Gx 460 2015,2180000000,"Năm sản xuất: 2015, Số Km đã đi: 160000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 4.6"
Mercedes Benz,G Class G63 Amg 2021,9100000000,"Năm sản xuất: 2021, Số Km đã đi: 30000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 4.0"
Mitsubishi,Outlander 2 4 Cvt 2017,550000000,"Năm sản xuất: 2017, Số Km đã đi: 70000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.4"
Mitsubishi,Pajero Sport 2 4D 4X4 At 2022,1020000000,"Năm sản xuất: 2022, Số Km đã đi: 42000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.4"
Mitsubishi,Xpander Premium 1 5 At 2024,593000000,"Năm sản xuất: 2024, Số Km đã đi: 24000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Peugeot,408 Gt 1 6 At 2023,1200000000,"Năm sản xuất: 2023, Số Km đã đi: 20468, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.6"
Toyota,Innova 2 0G 2018,530000000,"Năm sản xuất: 2018, Số Km đã đi: 100000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Vios 1 5G 2014,335000000,"Năm sản xuất: 2014, Số Km đã đi: 33689, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Vios 1 5G 2018,385000000,"Năm sản xuất: 2018, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Vinfast,Vf9 Plus 2023,990000000,"Năm sản xuất: 2023, Số Km đã đi: 33000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Điện, Dung tích động cơ: 0.0"
Volvo,S90 Ultra B6 Awd 2025,2199000000,"Năm sản xuất: 2025, Số Km đã đi: 100, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Bmw,X5 Xdrive40I Xline 2022,3199000000,"Năm sản xuất: 2022, Số Km đã đi: 37000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.0"
Chevrolet,Aveo Lt 1 5 Mt 2016,125000000,"Năm sản xuất: 2016, Số Km đã đi: 140000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Ford,Explorer Limited 2 3L Ecoboost 2022,1700000000,"Năm sản xuất: 2022, Số Km đã đi: 38000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.3"
Ford,Ranger Xls 2 2L 4X2 At 2017,440000000,"Năm sản xuất: 2017, Số Km đã đi: 10000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Ford,Transit Standard Mid 2016,305000000,"Năm sản xuất: 2016, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Van/Minivan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: 2.4"
Hyundai,Santafe Cao Cap 2 5L Htrac 2024,1175000000,"Năm sản xuất: 2024, Số Km đã đi: 10000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Kia,Frontier K165 2016,229000000,"Năm sản xuất: 2016, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Truck, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Dầu, Dung tích động cơ: nan"
Kia,Rio 1 4 Mt 2016,240000000,"Năm sản xuất: 2016, Số Km đã đi: 59500, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.4"
Lexus,Lx 570 2020,7850000000,"Năm sản xuất: 2020, Số Km đã đi: 48000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 5.7"
Mitsubishi,Attrage 1 2Mt 2017,190000000,"Năm sản xuất: 2017, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Toyota,Alphard Luxury Executive Lounge 2023,4680000000,"Năm sản xuất: 2023, Số Km đã đi: 11000, Xuất xứ: Nhập khẩu, Kiểu dáng: Van/Minivan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Toyota,Avanza Premio 1 5 At 2022,480000000,"Năm sản xuất: 2022, Số Km đã đi: 50000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Land Cruiser 3 5 V6 2022,4699000000,"Năm sản xuất: 2022, Số Km đã đi: 9000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.4"
Toyota,Land Cruiser 3 5 V6 2023,5156000000,"Năm sản xuất: 2023, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.4"
Toyota,Veloz Cross 1 5 Cvt 2022,515000000,"Năm sản xuất: 2022, Số Km đã đi: 80000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Vios 1 5E 2013,210000000,"Năm sản xuất: 2013, Số Km đã đi: 85000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Toyota,Vios 1 5E Mt 2020,303000000,"Năm sản xuất: 2020, Số Km đã đi: 61000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tay, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 1.5"
Volkswagen,Teramont Limited Edition 2 0 At 2022,1888000000,"Năm sản xuất: 2022, Số Km đã đi: 5000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Volvo,Xc60 R,688000000,"Năm sản xuất: 2016, Số Km đã đi: 0, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 71, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Chevrolet,Colorado Ltz 2 5L 4X4 At 2019,525000000,"Năm sản xuất: 2019, Số Km đã đi: 45000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.5"
Daewoo,Magnus 2 5 At 2004,80000000,"Năm sản xuất: 2004, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.5"
Ford,Ranger Wildtrak 3 2L 4X4 At 2016,480000000,"Năm sản xuất: 2016, Số Km đã đi: 1100000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 3.2"
Ford,Ranger Xls 2 2L 4X2 At 2017,419000000,"Năm sản xuất: 2017, Số Km đã đi: 116361, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Ford,Ranger Xls 2 2L 4X2 At 2020,500000000,"Năm sản xuất: 2020, Số Km đã đi: 10, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 2.2"
Hyundai,I10 Grand 1 2 At 2018,318000000,"Năm sản xuất: 2018, Số Km đã đi: 41000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Isuzu,Dmax Hi,540000000,"Năm sản xuất: 2022, Số Km đã đi: 120000, Xuất xứ: Nhập khẩu, Kiểu dáng: Bán tải / Pickup, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Dầu, Dung tích động cơ: 1.9"
Kia,Morning Sx 1 1 At 2009,135000000,"Năm sản xuất: 2009, Số Km đã đi: 150000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.1"
Kia,Picanto 1 25 At 2012,225000000,"Năm sản xuất: 2012, Số Km đã đi: 0, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: Hatchback, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.25"
Kia,Rondo Gat Deluxe 2019,380000000,"Năm sản xuất: 2019, Số Km đã đi: 79000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Kia,Sportage 2 0 At 2015,445000000,"Năm sản xuất: 2015, Số Km đã đi: 120000, Xuất xứ: Nhập khẩu, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Lexus,Rx 350 2006,375000000,"Năm sản xuất: 2006, Số Km đã đi: 129000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Lexus,Rx 350L 2021,3650000000,"Năm sản xuất: 2021, Số Km đã đi: 40000, Xuất xứ: Nhập khẩu, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 3.5"
Mazda,Cx 30 Luxury 2 0 At 2022,666000000,"Năm sản xuất: 2022, Số Km đã đi: 15000, Xuất xứ: Nhập khẩu, Kiểu dáng: Crossover, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mazda,Cx5 2 0 At Awd 2013,385000000,"Năm sản xuất: 2013, Số Km đã đi: 160000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Mitsubishi,Attrage 1 2 Cvt 2021,330000000,"Năm sản xuất: 2021, Số Km đã đi: 38000, Xuất xứ: Nhập khẩu, Kiểu dáng: Sedan, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 1.2"
Mitsubishi,Outlander 2 0 Cvt Premium 2018,555000000,"Năm sản xuất: 2018, Số Km đã đi: 77000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.0"
Toyota,Fortuner Trd Sportivo 4X4 At 2011,350000000,"Năm sản xuất: 2011, Số Km đã đi: 128000, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Xăng, Dung tích động cơ: 2.7"
Vinfast,Vf8 Plus Awd 2022,740000000,"Năm sản xuất: 2022, Số Km đã đi: 6, Xuất xứ: Lắp ráp trong nước, Kiểu dáng: SUV, Hộp số: Số tự động, Tuổi thọ: 72, Loại động cơ: Điện, Dung tích động cơ: 0.0"
