title,price,posted_date,specs
Xe Porsche Panamera 3.6 V6 2013,1 Tỷ 539 Triệu,18/08/2025,"{'Năm sản xuất': '2013', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '90,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  3.6 L'}"
Xe Subaru Forester 2.0i,S EyeSight  2021 - 779 Triệu,18/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '35,800 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Toyota Fortuner 2.5G 2016,479 Triệu,18/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '292,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.5 L'}"
Xe Toyota Raize G 1.0 CVT 2023,475 Triệu,18/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '9,900 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Toyota Raize G 1.0 CVT 2024,505 Triệu,18/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '2,899 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Toyota Vios 1.5G CVT 2021,420 Triệu,18/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe VinFast VF8 Plus 2023,850 Triệu,18/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '32,150 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Điện  0.2 L'}"
Xe Audi TT S 2.0 AT 2010,479 Triệu,18/08/2025,"{'Năm sản xuất': '2010', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '96,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Coupe', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Chevrolet Aveo LTZ 1.5 AT 2015,173 Triệu,18/08/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Ford EcoSport Titanium 1.5L AT 2019,420 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Ford Everest Titanium 2.2L 4x2 AT 2016,665 Triệu,18/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '96,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Ford Everest Trend 2.0L 4x2 AT 2019,775 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '78,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Honda CRV 2.4 AT,TG  2017 - 565 Triệu,18/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '81,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Honda CRV 2.4 AT 2014,445 Triệu,18/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Hyundai Accent 1.4 MT 2012,190 Triệu,18/08/2025,"{'Năm sản xuất': '2012', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '160,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai i10 Grand 1.2 MT Base 2016,205 Triệu,18/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '20,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.25 L'}"
Xe Kia K5 GT,Line 2.5 AT  2022 - 749 Triệu,18/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '80,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Mazda 3 1.6 AT 2010,225 Triệu,18/08/2025,"{'Năm sản xuất': '2010', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Mazda 6 2.0 AT 2015,340 Triệu,18/08/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz C class C250 Exclusive 2016,696 Triệu,18/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '35,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mitsubishi Xpander 1.5 AT 2022,515 Triệu,18/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '28,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Toyota Avanza 1.3 MT 2018,290 Triệu,18/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.3 L'}"
Xe Toyota Fortuner 2.5G 2014,440 Triệu,18/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.5 L'}"
Xe Toyota Vios 1.5E 2014,195 Triệu,18/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.5 L'}"
Xe Toyota Vios E CVT 2021,390 Triệu,18/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '79,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe VinFast VF5 Plus 2023,425 Triệu,18/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '24,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Điện'}"
Xe VinFast VF6 S 2024,605 Triệu,18/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '29,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Điện  0.6 L'}"
Xe Ford Focus 2.0 MT 2007,124 Triệu,18/08/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  2.0 L'}"
Xe Ford Ranger XLS 2.2L 4x2 AT 2021,568 Triệu,18/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '54,168 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Hyundai Accent 1.4 MT 2019,260 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.4 L'}"
Xe Hyundai Kona 2.0 AT 2020,440 Triệu,18/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Kia Carens 1.5G Luxury 2022,609 Triệu,18/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '7,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Kia Carnival Premium 2.2D 7S 2023,1 Tỷ 200 Triệu,18/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '30,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Kia Forte Si 1.6 AT 2010,218 Triệu,18/08/2025,"{'Năm sản xuất': '2010', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '140,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Kia Rio 1.4 AT 2015,285 Triệu,18/08/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Kia Seltos Luxury 1.4 AT 2022,590 Triệu,18/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '35,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.4 L'}"
Xe Lexus RX 300 2019,2 Tỷ 286 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '50,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mazda CX5 2.0 AT 2014,398 Triệu,18/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mazda CX5 2.5 AT 2WD 2017,455 Triệu,18/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Mazda CX5 2.5 AT 2WD 2019,660 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Mazda CX5 2.5 AT AWD 2016,380 Triệu,18/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Mazda CX5 Premium 2.0 AT 2022,735 Triệu,18/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz GLA class GLA 200 2019,938 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '20,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Mercedes Benz GLC 200 4Matic 2019,1 Tỷ 186 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '86,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Toyota Camry 2.0G 2020,830 Triệu,18/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Toyota Yaris 1.3 AT 2009,239 Triệu,18/08/2025,"{'Năm sản xuất': '2009', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '153,215 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.3 L'}"
Xe Toyota Yaris 1.3 AT 2010,248 Triệu,18/08/2025,"{'Năm sản xuất': '2010', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '110,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.3 L'}"
Xe Ford Everest 2.5L 4x2 AT 2009,305 Triệu,18/08/2025,"{'Năm sản xuất': '2009', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '152,500 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.5 L'}"
Xe Ford Transit Van 2.4L 2011,180 Triệu,18/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.4 L'}"
Xe Honda City 1.5 2019,369 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Honda CRV 2.4 AT 2016,529 Triệu,18/08/2025,"{'Năm sản xuất': '2016', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '91,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Hyundai SantaFe 2.4L 4WD 2018,655 Triệu,18/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '97,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Hyundai Tucson 1.6 AT Turbo 2017,530 Triệu,18/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '200,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Kia Morning SLX 1.0 AT 2008,129 Triệu,18/08/2025,"{'Năm sản xuất': '2008', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '0 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Lexus LX 570 Super Sport 2015,4 Tỷ 450 Triệu,18/08/2025,"{'Năm sản xuất': '2015', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '170,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  5.7 L'}"
Xe Mazda 3 S 1.6 AT 2014,299 Triệu,18/08/2025,"{'Năm sản xuất': '2014', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '128,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Mercedes Benz C class C300 AMG 2017,820 Triệu,18/08/2025,"{'Năm sản xuất': '2017', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '65,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mitsubishi Xforce Exceed 2024,569 Triệu,18/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '17,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Peugeot 2008 GT Line 1.2 AT 2021,560 Triệu,18/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '55,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.2 L'}"
Xe Toyota Camry 2.4G 2007,305 Triệu,18/08/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '160,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Toyota Corolla Cross 1.8HEV 2024,920 Triệu,18/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '11,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Hybrid  1.8 L'}"
Xe Toyota Raize G 1.0 CVT 2022,485 Triệu,18/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.0 L'}"
Xe Toyota Vios 1.5E MT 2019,315 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '70,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.5 L'}"
Xe Toyota Vios 1.5G 2019,329 Triệu,18/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '87,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Toyota Vios E 1.5 MT 2023,420 Triệu,18/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '26,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.5 L'}"
Xe Toyota Yaris 1.5G 2018,435 Triệu,18/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '82,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Hatchback', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe VinFast VF8 Plus 2023,845 Triệu,18/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '35,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Điện  0.2 L'}"
Xe Daewoo Lacetti SE 2011,95 Triệu,17/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '147,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tay', 'Động cơ': 'Xăng  1.6 L'}"
Xe Ford Everest Titanium 2.0L 4x2 AT 2020,819 Triệu,17/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '43,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Ford Ranger XLS 2.2L 4x2 MT 2021,479 Triệu,17/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '58,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'Bán tải / Pickup', 'Hộp số': 'Số tay', 'Động cơ': 'Dầu  2.2 L'}"
Xe Hyundai Custin Đặc Biệt 1.5T 2024,879 Triệu,17/08/2025,"{'Năm sản xuất': '2024', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '5,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Van/Minivan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Hyundai Kona 1.6 Turbo 2020,525 Triệu,17/08/2025,"{'Năm sản xuất': '2020', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '58,865 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.6 L'}"
Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2021,1 Tỷ 59 Triệu,17/08/2025,"{'Năm sản xuất': '2021', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '48,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.2 L'}"
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC 2022,969 Triệu,17/08/2025,"{'Năm sản xuất': '2022', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '48,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.5 L'}"
Xe Hyundai SantaFe SLX 2009,350 Triệu,17/08/2025,"{'Năm sản xuất': '2009', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '15 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Dầu  2.0 L'}"
Xe Kia Sonet Premium 1.5 AT 2023,550 Triệu,17/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '24,102 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Crossover', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.5 L'}"
Xe Kia Sorento GAT 2018,450 Triệu,18/08/2025,"{'Năm sản xuất': '2018', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '134,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.4 L'}"
Xe Lexus GX 470 2007,630 Triệu,18/08/2025,"{'Năm sản xuất': '2007', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '150,000 Km', 'Xuất xứ': 'Nhập khẩu', 'Kiểu dáng': 'SUV', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  4.7 L'}"
Xe Mazda 6 Luxury 2.0 AT 2019,495 Triệu,17/08/2025,"{'Năm sản xuất': '2019', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '60,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
Xe Mercedes Benz C class C200 2011,285 Triệu,17/08/2025,"{'Năm sản xuất': '2011', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '170,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  1.8 L'}"
Xe Mercedes Benz E class E200 Exclusive 2023,1 Tỷ 799 Triệu,17/08/2025,"{'Năm sản xuất': '2023', 'Tình trạng': 'Xe đã dùng', 'Số Km đã đi': '8,000 Km', 'Xuất xứ': 'Lắp ráp trong nước', 'Kiểu dáng': 'Sedan', 'Hộp số': 'Số tự động', 'Động cơ': 'Xăng  2.0 L'}"
